361,"AMADEO ROSSI SA MET MUNICOES","METALURGIA E SIDERURGIA","96735105000168","","CANCELADA","claudio@rossi.com.br","SÃO LEOPOLDO","RS",""
370,"AMAZONAS PRODS P CALCADOS SA","TEXTIL E VESTUÁRIO","47959697000196","","CANCELADA","","FRANCA","SP",""
388,"AMERICA DO SUL LEAS SA ARR MER","ARRENDAMENTO MERCANTIL","44081677000177","","CANCELADA","leasul@sti.com.br","SÃO PAULO","SP",""
396,"ANCORA COMERCIAL SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","76491661000129","","CANCELADA","","CURITIBA","PR",""
400,"ANDERSON CLAYTON SA IND E COM","ALIMENTOS","60503232000194","","CANCELADA","","SÃO PAULO","SP",""
426,"APOLO PRODUTOS DE ACO SA","METALURGIA E SIDERURGIA","33017088000103","","CANCELADA","","RIO DE JANEIRO","RJ",""
434,"ARACRUZ CELULOSE S/A","PAPEL E CELULOSE","42157511000161","","CANCELADA","INVEST@ARACRUZ.COM.BR","ARACRUZ","ES",""
442,"ARAGUAIA CIA INDL DE PROD ALIM","ALIMENTOS","2517787000199","","CANCELADA","","GURUPI","TO",""
485,"ARAFERTIL SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","17805110000123","","CANCELADA","","ARAXÁ","MG",""
493,"BIRMANN SA COM. E EMPREEND.","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","49341506000153","","CANCELADA","","SÃO PAULO","SP",""
507,"ARCON SA IND ELETROMETALURGICA","METALURGIA E SIDERURGIA","92660158000106","","CANCELADA","","PORTO ALEGRE","RS",""
515,"ARMAZENS GERAIS EMPR UNIAO SA","SERVIÇOS DE TRANSPORTE E LOGÍSTICA","15109747000150","","CANCELADA","","SALVADOR","BA",""
523,"ARNO SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","61064978000101","","CANCELADA","alourenc@unisys.com.br","SÃO PAULO","SP",""
531,"ARTEFATOS PAPEL NE SA ARTEPE","OUTRAS ATIVIDADES INDUSTRIAIS","10976124000160","NM","CANCELADA","","IGARASSU","PE",""
566,"KUALA SA","TEXTIL E VESTUÁRIO","82640723000110","","CANCELADA","SERGIO@KUALA.COM.BR","BLUMENAU","SC",""
574,"ARTHUR LANGE SA IND E COM","TEXTIL E VESTUÁRIO","92189356000133","","CANCELADA","LANGE2@TERRA.COM.BR","TURUÇU","RS",""
582,"ASBERIT SA","OUTRAS ATIVIDADES INDUSTRIAIS","33319617000123","","CANCELADA","","RIO DE JANEIRO","RJ",""
590,"ASO METAL SA","METALURGIA E SIDERURGIA","4944815000180","","CANCELADA","","ANANINDEUA","PA",""
604,"ATMA SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","61510996000170","","CANCELADA","","RIO DE JANEIRO","RJ",""
620,"DUREX INDUSTRIAL SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","60881422000145","","CANCELADA","titovf@dialdata.com.br","SÃO PAULO","SP",""
655,"AUXILIAR LEASING SA ARR MERC","ARRENDAMENTO MERCANTIL","51996601000137","","CANCELADA","","SÃO PAULO","SP",""
680,"BACRAFT SA INDUSTRIA DE PAPEL","PAPEL E CELULOSE","15195464000178","","CANCELADA","VIVIANE.M.AMARELO@KCC.COM","SANTO AMARO","BA",""
698,"BAHEMA AGROPECUARIA SA","AGRICULTURA (AÇUCAR, ALCOOL E CANA)","13605696000121","","CANCELADA","","SALVADOR","BA",""
701,"BAHEMA SA","EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL","45987245000192","","ATIVO","GUILHERME@BAHEPAR.COM.BR","SÃO PAULO","SP","BRASIL"
710,"BAHIA OTHON PALACE HOTEL SA","HOSPEDAGEM E TURISMO","15258023000178","","CANCELADA","","SALVADOR","BA",""
728,"HSBC SEGUROS BRASIL SA","SEGURADORAS E CORRETORAS","76538446000136","","CANCELADA","","CURITIBA","PR",""
736,"HSBC LEASING A.M.(BRASIL) SA","ARRENDAMENTO MERCANTIL","44847374000112","","CANCELADA","","CURITIBA","PR",""
744,"BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL","EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA","76543156000180","","CANCELADA","","CURITIBA","PR",""
752,"BAMERINDUS SA CRED IMOBILIARIO","CRÉDITO IMOBILIÁRIO","76659101000130","","CANCELADA","","CURITIBA","PR",""
760,"BAMERINDUS SA FINANC CRED INV","BANCOS","75170076000164","","CANCELADA","","CURITIBA","PR",""
779,"BANCO AGRIMISA SA","BANCOS","24986770000113","","CANCELADA","","BELO HORIZONTE","MG",""
787,"BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.","BANCOS","61230165000144","","CANCELADA","bas@bas.com.br","SÃO PAULO","SP",""
795,"BANCO CREFISUL S.A.","BANCOS","52940350000131","","CANCELADA","","SÃO PAULO","SP",""
809,"BCO AUXILIAR SA","BANCOS","60885100000174","","CANCELADA","","SÃO PAULO","SP",""
817,"BCO BAMERINDUS INVS SA","BANCOS","76484575000199","","CANCELADA","","CURITIBA","PR",""
825,"BANCO BAMERINDUS BRASIL SA","BANCOS","76543115000194","","CANCELADA","","CURITIBA","PR",""
833,"BANCO BANDEIRANTES DE INVESTIMENTOS SA","BANCOS","63090609000119","","CANCELADA","investor.relations@unibanco.co","SÃO PAULO","SP",""
841,"UNICARD BANCO MULTIPLO S.A.","BANCOS","61071387000161","","CANCELADA","ri@unibanco.com.br","BARUERI","SP",""
850,"BANCO BOAVISTA INTERATLÂNTICO S.A.","BANCOS","33485541000106","","CANCELADA","","OSASCO","SP",""
868,"BANCO SANTANDER S.A.","","33517640000122","","CANCELADA","","SÃO PAULO","SP","BRASIL"
876,"BS INFORM E ADMINISTR SA","","61356762000110","","CANCELADA","","RIO DE JANEIRO","RJ",""
884,"BCO BRADESCO INVESTIMENTO SA","BANCOS","60885092000166","","CANCELADA","","OSASCO","SP",""
892,"BBC ADM E PARTICIPAÇÃO-EM LIQUIDAÇÃO ORDINÁRIA","EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL","13004577000113","","CANCELADA","","GOIÂNIA","GO","BRASIL"
906,"BANCO BRADESCO S.A.","BANCOS","60746948000112","N1","ATIVO","4000.DIRETORIA@BRADESCO.COM.BR","OSASCO","SP",""
914,"BANCO ITABANCO S/A","BANCOS","92723550000157","","CANCELADA","","BARUERI","SP",""
922,"BANCO DA AMAZÔNIA S.A.","INTERMEDIAÇÃO FINANCEIRA","4902979000144","","ATIVO","josemarques.lima@bancoamazonia","BELÉM","PA","BRASIL"
930,"BANCO BBM S.A.","BANCOS","15114366000169","","CANCELADA","","SALVADOR","BA",""
949,"BANCO CREDITO REAL DE MG SA","BANCOS","21562962000104","","CANCELADA","","BELO HORIZONTE","MG",""
957,"BANCO BCN S.A.","BANCOS","60898723000181","","CANCELADA","","SÃO PAULO","SP",""
965,"BCR BCO CREDITO REAL SA","BANCOS","92691328000110","","CANCELADA","","PORTO ALEGRE","RS",""
973,"BCO CREDIPLAN SA","BANCOS","13007703000193","","CANCELADA","","SÃO PAULO","SP",""
981,"BANCO DESENV ESTADO BAHIA SA","BANCOS","15163587000127","","CANCELADA","","SALVADOR","BA",""
990,"BCO INV AMERICA SUL SA","BANCOS","61100046000177","","CANCELADA","","SÃO PAULO","SP",""
1007,"BANCO BARCLAYS S/A","BANCOS","61146577000109","","CANCELADA","bbgcontr@dialdata.com.br","SÃO PAULO","SP",""
1015,"BANCO ÚNICO S.A.","BANCOS","86413000130","","CANCELADA","","SÃO PAULO","SP",""
1023,"BANCO DO BRASIL S.A.","BANCOS","191","NM","ATIVO","RIBB@BB.COM.BR","BRASÍLIA","DF",""
1031,"BANCO COMERCIAL BANCESA S.A.","BANCOS","7814999000151","","CANCELADA","","FORTALEZA","CE",""
1058,"COMIND PARTICIPACOES SA","EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA","61364022000125","","CANCELADA","","SÃO PAULO","SP","BRASIL"
1066,"BANCO BANEB SA","BANCOS","15142490000138","","CANCELADA","arthurp@baneb.com.br","SÃO PAULO","SP",""
1074,"BANCO BEG S.A.","BANCOS","1540541000175","","CANCELADA","HP.DRINVEST@ITAU.COM.BR","GOIÂNIA","GO",""
1082,"BANCO ITAU BBA  S.A.","BANCOS","17298092000130","","CANCELADA","HP-DRINVEST@ITAU.COM.BR","SÃO PAULO","SP",""
1090,"BANCO DE PERNAMBUCO S.A. - BANDEPE","BANCOS","10866788000177","","CANCELADA","Domingos.goncalves@br.abnamro.","SÃO PAULO","SP",""
1104,"BANCO DO ESTADO DE SANTA CATARINA S/A - BESC","BANCOS","83876003000110","","CANCELADA","MERGULHAO@BESC.COM.BR","FLORIANÓPOLIS","SC",""
1112,"BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA","BANCOS","61411633000187","","CANCELADA","RASANCHEZ.RELACINVESTIDOR@SANT","SÃO PAULO","SP",""
1120,"BANCO DO ESTADO DE SERGIPE SA","BANCOS","13009717000146","","ATIVO","HELOM.SILVA@BANESE.COM.BR","ARACAJU","SE",""
1139,"BANCO BEA SA","BANCOS","4562120000133","","CANCELADA","gabinete@bea-sa.com.br","MANAUS","AM",""
1147,"ALVORADA CARTOES, CREDITO, FINANCIAMENTO E INVESTIMENTO S/A","BANCOS","7196934000190","","CANCELADA","4642.TENORIO@BRADESCO.COM.BR","SÃO PAULO","SP","BRASIL"
1155,"BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO","BANCOS","28127603000178","","ATIVO","DIRIF@BANESTES.COM.BR","VITÓRIA","ES",""
1163,"BANCO BRADESCO BBI S.A.","BANCOS","6271464000119","","CANCELADA","4000.ACAR@BRADESCO.COM.BR","SÃO PAULO","SP",""
1171,"BANCO DO ESTADO DO PARÁ S/A.","BANCOS","4913711000108","","ATIVO","RI_BANPARA@BANPARANET.COM.BR","BELÉM","PA",""
1180,"BANCO BANESTADO SA","BANCOS","76492172000191","","CANCELADA","HP-DRINVEST@ITAU.COM.BR","CURITIBA","PR",""
1198,"BANCO DO ESTADO DO PIAUÍ S.A. - BEP","BANCOS","6833131000136","","CANCELADA","JEDILSON.GOES@BEP.COM.BR","TERESINA","PI",""
1201,"BANCO BRADESCO BERJ S.A.","BANCOS","33147315000115","","CANCELADA","4000.diretoria@bradesco.com.br","RIO DE JANEIRO","RJ",""
1210,"BANCO DO ESTADO DO RIO GRANDE DO SUL SA","BANCOS","92702067000196","N1","ATIVO","RI@BANRISUL-RI.COM.BR","PORTO ALEGRE","RS",""
1228,"BANCO DO NORDESTE DO BRASIL SA","BANCOS","7237373000120","","ATIVO","ri_diretor@bnb.gov.br","FORTALEZA","CE",""
1236,"BANCO DO PROGRESSO S.A.","BANCOS","22531842000102","","CANCELADA","","BELO HORIZONTE","MG",""
1244,"BANCO ECONOMICO SA - EM LIQUIDAÇÃO EXTRAJUDICIAL","BANCOS","15124464000187","","ATIVO","","SALVADOR","BA",""
1252,"BANCO FENICIA SA","BANCOS","52940319000109","","CANCELADA","","SÃO PAULO","SP",""
1279,"ITAÚ UNIBANCO HOLDING S.A.","BANCOS","60872504000123","","CANCELADA","","SÃO PAULO","SP",""
1287,"ITAU UNIBANCO S/A","BANCOS","60701190000104","","CANCELADA","AES-DRINVEST@ITAU.COM.BR","SÃO PAULO","SP",""
1295,"BCO MAISONNAVE DE INV SA","BANCOS","17180399000132","","CANCELADA","","PORTO ALEGRE","RS",""
1309,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","BANCOS","34169557000172","","ATIVO","RELACOESCOMINVESTIDORES@MERCAN","BELO HORIZONTE","MG",""
1317,"BANCO MERCANTIL DE SÃO PAULO SA","BANCOS","61065421000195","","CANCELADA","4000.DIRETORIA@BRADESCO.COM.BR","SÃO PAULO","SP",""
1325,"BANCO MERCANTIL BRASIL SA","BANCOS","17184037000110","","ATIVO","RELACOESCOMINVESTIDORES@MERCAN","BELO HORIZONTE","MG",""
1341,"BCO NACIONAL INVS SA","BANCOS","33222241000134","","CANCELADA","","RIO DE JANEIRO","RJ",""
1350,"BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL","BANCOS","17157777000167","","ATIVO","","RIO DE JANEIRO","RJ",""
1368,"BANCO SANTANDER NOROESTE SA","BANCOS","60700556000112","","CANCELADA","","SÃO PAULO","SP",""
1376,"BANFORT-BANCO FORTALEZA S.A.","BANCOS","7216674000177","","CANCELADA","","SÃO PAULO","SP",""
1384,"BANCO ALFA DE INVESTIMENTO SA","BANCOS","60770336000165","","ATIVO","DRI@BANCOALFA.COM.BR","SÃO PAULO","SP",""
1392,"BANCO REAL SA","BANCOS","17156514000133","","CANCELADA","diretoria@bancoreal.com.br","SÃO PAULO","SP",""
1406,"BANCO SAFRA S/A","BANCOS","58160789000128","","CANCELADA","","SÃO PAULO","SP",""
1414,"BCO SAVENA SA","BANCOS","61391090000183","","CANCELADA","","SÃO PAULO","SP",""
1422,"BANCO SUDAMERIS BRASIL SA","BANCOS","60942638000173","","CANCELADA","MARCOS.MATIOLI.VIEIRA@BR.ABNAM","SÃO PAULO","SP",""
1430,"BCO SUL BRASILEIRO SA","BANCOS","87125019000142","","CANCELADA","","PORTO ALEGRE","RS",""
1449,"UNIBANCO LEASING S.A.- ARREND. MERCANTIL","ARRENDAMENTO MERCANTIL","44071785000169","","CANCELADA","","BARUERI","SP",""
1457,"BANESTADO SA CRED FIN E INV","BANCOS","76550748000120","","CANCELADA","","CURITIBA","PR",""
1465,"BANORTE BANCO INVEST SA","BANCOS","11558657000195","","CANCELADA","","RECIFE","PE",""
1473,"BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL","BANCOS","10781532000167","","CANCELADA","","RECIFE","PE",""
1481,"BANORTE CRED FIN E INVEST SA","BANCOS","10781524000110","","CANCELADA","","RECIFE","PE",""
1490,"BANORTE CRED IMOBILIARIO SA","CRÉDITO IMOBILIÁRIO","10925675000103","","CANCELADA","","RECIFE","PE",""
1503,"BANYLSA TECELAGEM DO BRASIL SA","TEXTIL E VESTUÁRIO","61578159000182","","CANCELADA","","SIMÕES FILHO","BA",""
1511,"BARBER GREENE BRASIL INDUSTRIA E COMERCIO SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","49033814000111","","CANCELADA","","GUARULHOS","SP",""
1520,"BARDELLA SA INDS MECANICAS","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","60851615000153","","ATIVO","CONTROLADORIA@BARDELLA.COM.BR","GUARULHOS","SP","BRASIL"
1538,"BASF BRAS SA INDS QUIMICAS","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","48539407000118","","CANCELADA","","SÃO PAULO","SP",""
1546,"BATES SA","EMBALAGENS","61064937000115","","CANCELADA","","SÃO PAULO","SP",""
1562,"BAUMER SA","METALURGIA E SIDERURGIA","61374161000130","","ATIVO","MONICA@BAUMER.COM.BR","MOGI MIRIM","SP",""
1570,"EXCELSIOR ALIMENTOS SA.","ALIMENTOS","95426862000197","","ATIVO","RENATO@EXCELSIOR.IND.BR","SANTA CRUZ DO SUL","RS","BRASIL"
1597,"PARTICIPAÇÕES INDUST. DO NORDESTE S.A.","EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL","14308514000113","","ATIVO","ADMIN@PIN.COM.BR","SALVADOR","BA","BRASIL"
1600,"BRADESCO BCN LEASING S/A ARR MERCANTIL","ARRENDAMENTO MERCANTIL","62868302000133","","CANCELADA","1103.jlacar@bcn.com.br","BARUERI","SP",""
1635,"BENZENEX SA ADUBOS E INSET","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","61288916000183","","CANCELADA","","OSASCO","SP",""
1651,"NESBER COMPANHIA INDUSTRIAL","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60881364000150","","CANCELADA","JB@BERGAMO.COM.BR","COTIA","SP",""
1660,"BETA SA INDUSTRIA E COMERCIO","COMÉRCIO (ATACADO E VAREJO)","4381091000103","","CANCELADA","","SÃO PAULO","SP",""
1678,"BETUMARCO SA ENGENHARIA INDUSTRIA COMERCIO","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60627346000146","","CANCELADA","","SÃO BERNARDO DO CAMPO","SP",""
1686,"PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","56994924000105","","ATIVO","LIQUIDANTE.PMET@GMAIL.COM","ATIBAIA","SP",""
1694,"BICICLETAS MONARK SA","BRINQUEDOS E LAZER","56992423000190","","ATIVO","MONARK@MONARK.COM.BR","INDAIATUBA","SP","BRASIL"
1708,"BIOBRAS SA","FARMACÊUTICOS E HIGIENE","16921603000166","","CANCELADA","dicor@biobras.com.br","MONTES CLAROS","MG",""
1716,"BANCO BMG SA","BANCOS","61186680000174","","CANCELADA","","SÃO PAULO","SP",""
1724,"BMG LEASING S.A. -  ARREND. MERCANTIL","ARRENDAMENTO MERCANTIL","34265561000134","","ATIVO","RICARDO.JANINI@BANCOCIFRA.COM.","SÃO PAULO","SP",""
1732,"BOAVISTA SA CRED FIN E INV","BANCOS","33528720000183","","CANCELADA","","RIO DE JANEIRO","RJ",""
1759,"BOAVISTA SA ARREND MERCANTIL","ARRENDAMENTO MERCANTIL","42419846000100","","CANCELADA","","OSASCO","SP",""
1775,"BONATO SA COM E INDUSTRIA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","84583608000186","","CANCELADA","","JOAÇABA","SC",""
1783,"BONFIGLIOLI COML CONSTRUT SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60858586000151","","CANCELADA","","SÃO PAULO","SP",""
1791,"BORBONITE SA IND DE BORRACHAS","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","96734884000187","","CANCELADA","","SÃO LEOPOLDO","RS",""
1805,"BORGHOFF SA","COMÉRCIO (ATACADO E VAREJO)","33323742000107","","CANCELADA","","SÃO PAULO","SP",""
1813,"BORLEM SA EMPREEND INDUSTRIAIS","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","60943388000196","","CANCELADA","","GUARULHOS","SP",""
1821,"ITAUBANK LEASING SA ARREND MERCANTIL (SUCEDIDA POR ITAU UNIBANCO SA E DIBENS LEASING SA ARR. MERCANT","ARRENDAMENTO MERCANTIL","43443464000185","","CANCELADA","SAC-DRINVEST@ITAU.COM.BR","BARUERI","SP",""
1830,"SANTANDER LEASING S.A. ARREND MERC","ARRENDAMENTO MERCANTIL","42291245000165","","CANCELADA","lcantidio@santander.com.br","RIO DE JANEIRO","RJ",""
1848,"BRADESCO TURISMO SA ADM E SERV","HOSPEDAGEM E TURISMO","60885068000127","","CANCELADA","","OSASCO","SP",""
1856,"BRAFER INDL SA PRODS SIDERURG","METALURGIA E SIDERURGIA","17246695000199","","CANCELADA","","CONTAGEM","MG",""
1880,"BRASIL CENTRAL HOTEIS E TUR SA","HOSPEDAGEM E TURISMO","311787000102","","CANCELADA","","SÃO PAULO","SP",""
1899,"BRASIL OLEOS INDUSTRIA COMERCIO SA BRASOLEO","ALIMENTOS","6022461000141","","CANCELADA","","BACABAL","MA",""
1902,"BRASILINVEST INFORM.TELEC.S/A","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","20706727000104","","CANCELADA","","SÃO PAULO","SP",""
1910,"BRASILIT SA","EXTRAÇÃO MINERAL","61064838000133","","CANCELADA","","SÃO PAULO","SP",""
1929,"BRASILJUTA SA FIACAO TEC JUTA","TEXTIL E VESTUÁRIO","33177734000108","","CANCELADA","","MANAUS","AM",""
1937,"BRASIL BELEM HOTEIS E TURISMO SA","HOSPEDAGEM E TURISMO","4833448000147","","CANCELADA","","BELÉM","PA",""
1945,"BRASIMET COM E INDUSTRIA SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60856820000101","","CANCELADA","","SÃO PAULO","SP",""
1953,"SPSCS INDUSTRIAL SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","59290239000196","","CANCELADA","spscs@uol.com.br","SÃO PAULO","SP",""
1961,"BRASMETAL CIA BRAS METALURGIA","EMP. ADM. PARTICIPAÇÕES","60837689000135","","CANCELADA","","SÃO PAULO","SP",""
1970,"BRASMOTOR SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","61084984000120","","ATIVO","INVESTIDORES@WHIRLPOOL.COM","SÃO PAULO","SP","BRASIL"
2003,"BRINQUEDOS BANDEIRANTES SA","COMÉRCIO (ATACADO E VAREJO)","61068557000159","","CANCELADA","","SÃO PAULO","SP",""
2011,"BRINQUEDOS MIMO SA","BRINQUEDOS E LAZER","61322731000148","","CANCELADA","","ITU","SP",""
2020,"BUAIZ SA INDUSTRIA E COMERCIO","ALIMENTOS","28126928000136","","CANCELADA","","VITÓRIA","ES",""
2038,"BUETTNER SA IND E COMERCIO - EM RECUPERAÇÃO JUDICIAL","TEXTIL E VESTUÁRIO","82981812000120","","ATIVO","FABRICIO@BUETTNER.COM.BR","BRUSQUE","SC","BRASIL"
2046,"BUSCHLE & LEPPER SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","84684471000156","","CANCELADA","","JOINVILLE","SC",""
2054,"CAETANO BRANCO SA","EMP. ADM. PARTICIPAÇÕES","84584481000110","","CANCELADA","","JOAÇABA","SC",""
2062,"CAFE SOLUVEL BRASILIA SA","ALIMENTOS","25869736000121","","CANCELADA","CSB@CAFEGLOBO.COM","RIO DE JANEIRO","RJ","BRASIL"
2070,"CAJU INDUSTRIAL SA CISA","AGRICULTURA (AÇUCAR, ALCOOL E CANA)","7340946000146","","CANCELADA","","PACAJUS","CE",""
2089,"CAJUNORTE DO BRASIL SA","AGRICULTURA (AÇUCAR, ALCOOL E CANA)","6565410000166","","CANCELADA","","TERESINA","PI",""
2097,"CALCADOS ORTOPE SA IND E COM","TEXTIL E VESTUÁRIO","90261199000102","","CANCELADA","","","",""
2100,"CAMBUCI SA","TEXTIL E VESTUÁRIO","61088894000108","","ATIVO","roberto.estefano@cambuci.com.b","SÃO PAULO","SP",""
2119,"CANADENSE SA INDUSTRIA E PNEUS AGRICOLA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","1533298000168","","CANCELADA","","GOIÂNIA","GO",""
2127,"CARAMURU ALIMENTOS DE MILHO SA","ALIMENTOS","79119939000120","","CANCELADA","","APUCARANA","PR",""
2135,"CARFEPE SA - ADMINISTRADORA E PARTICIPADORA","EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL","25633934000191","","CANCELADA","DIRETORIA@GRANJAPLANALTO.COM.B","UBERLÂNDIA","MG",""
2143,"CARIRI INDUSTRIAL DE OLEOS SA","ALIMENTOS","7573058000173","","CANCELADA","VILMA_MENDES2007@HOTMAIL.COM","JUAZEIRO DO NORTE","CE",""
2178,"CASA ANGLO BRASILEIRA S/A","COMÉRCIO (ATACADO E VAREJO)","61565511000145","","CANCELADA","","SÃO PAULO","SP",""
